Player,Surface,ELO
Michael Marshall,Hard,1487.2023921480586
Richard Dickenson,Hard,1482.833043581954
Mark Logger,Hard,1486.6989210815095
Otis Johnson,Hard,1484.0
Adam Kellner,Hard,1687.1739287674109
Jermaine Meikle,Hard,1481.944253346345
Eldad Campbell,Hard,1457.8949015581163
Jaime Clarke,Hard,1408.037677391097
Christopher Clayton,Hard,1487.339863502212
Kevin Anderson,Hard,1937.5743624871773
Dennis Biggemann,Hard,1457.7274635170904
Roger Lacaci Dominguez,Hard,1424.5932370017956
Kuda Nembaware,Hard,1464.1456505730414
Ivan Sergeyev,Hard,1715.807611609512
Jakub Nijaki,Hard,1490.040702774952
Johan Dijkstra,Hard,1480.3940680841913
Marcin Maszczyk,Hard,1492.9072368289053
Kuleile Mokhitli,Hard,1483.0762183557927
Mokoali Leche,Hard,1493.8781533906083
Julien Onclin,Hard,1505.4954488849012
Roberto Centamo,Hard,1493.1404704960682
Letona Mokhiti,Hard,1482.6895477350972
Moses Motate,Hard,1467.2293368190155
Janis Skroderis,Hard,1453.845166510528
Michael Kurz,Hard,1500.0080993541285
Quang Huy Ngo,Hard,1456.475156991366
Thomas Bieri,Hard,1486.7788929170104
Zhe Li,Hard,1671.6944420703878
Bo Ye,Hard,1430.3109354225078
Jiang Yang,Hard,1449.3047478695535
Ilia Kushev,Hard,1494.0228095266066
Romano Tatuhey,Hard,1560.7710426764932
Scott Oudsema,Hard,1635.7807324523017
Yaroslav Sorokin,Hard,1508.9242299687394
Tushar Liberhan,Hard,1386.8628485659115
Vincent Moreta,Hard,1475.7469607462872
Rasid Winklaar,Hard,1497.2609688570128
Theodoros Angelinos,Hard,1617.9604645787967
Varun Walia,Hard,1312.8969762537336
Philippe De Bonnevie,Hard,1620.18396680783
Hui Zhang,Hard,1378.9837414771266
Staffan Moritz,Hard,1482.9943750172345
Kai Lung Chang,Hard,1364.7786242340856
Yu Chieh Hung,Hard,1492.9330049576984
Jose Luis Muguruza,Hard,1510.5642974566347
Dai Chiao Lin,Hard,1407.6498431983678
Gurmehar Singh,Hard,1335.8035200925765
Huai En Chang,Hard,1426.9995023679776
Keng Yi Lin,Hard,1484.0
Chu Huan Yi,Hard,1536.097411323226
Meng Hua Lee,Hard,1491.0055157597758
Adrian Gavrila,Hard,1502.8687287857067
Eduard Khan,Hard,1502.5772075563996
Farshad Talavar,Hard,1486.8359317501183
Ivan Anikanov,Hard,1506.0437757885106
Guillermo Alcaide,Hard,1662.6244663189625
Philippe Frayssinoux,Hard,1429.2969247543315
Mahmoud Nader Al Baloushi,Hard,1453.9820082287442
Oscar Hernandez,Hard,1594.0945855666414
Greg Ouellette,Hard,1606.835320271411
Philipp Piyamongkol,Hard,1474.017160480262
Brian Dabul,Hard,1846.716872950285
Matias Oneille,Hard,1468.2636612965498
Rafael Arevalo,Hard,1643.593395897888
Alberto Cornelio Martinez,Hard,1482.1942653424826
Eddy Chala,Hard,1425.6758380308147
Felipe Castro,Hard,1490.684542168431
Khaled Al Thawadi,Hard,1443.9579706553816
Abdul Kareem Abdul Nabi,Hard,1430.4857413293823
Jaime Cuellar,Hard,1503.553698583172
Juan Carlos Gonzalez,Hard,1483.9495349617944
Chris Letcher,Hard,1544.8304906877179
David Jeflea,Hard,1385.8893532093787
Andrei Gorban,Hard,1473.3382386719086
Jose Bernard,Hard,1516.0
Favel Antonio Freyre Perdomo,Hard,1436.4869241419515
Mohammed Noor Noordin,Hard,1484.0795357265338
Ricardo Gonzalez Diaz,Hard,1465.3331816002215
Sergei Cuptov,Hard,1484.0
Richard Wire,Hard,1415.2024214877629
Jacob Gutwillig,Hard,1492.9038860175938
Philip Bester,Hard,1680.0045984140877
Marin Cilic,Hard,2028.8079510578048
Josko Topic,Hard,1433.5917852121047
Davor Kuseta,Hard,1496.4653693097655
Marek Sramek,Hard,1484.9902623490823
Mio Puhanic,Hard,1477.6616349426404
Thomas Holzmann,Hard,1486.0799672032463
Leo Puhanic,Hard,1482.9585872121454
Filip Urban,Hard,1526.3535061903428
Rainer Eitzinger,Hard,1574.1921819590941
Bart Scott,Hard,1483.0969462116263
Andrew Piotrowski,Hard,1460.3575660323042
Matko Maravic,Hard,1487.1529685705184
Bas Van Der Valk,Hard,1465.699012045792
Christoph Steiner,Hard,1477.4946944532928
Yuri Bezeruk,Hard,1403.8649108149216
Matthew Prentice,Hard,1396.1908253807255
Jonathan Hooper,Hard,1483.426826451445
William Ward,Hard,1461.062030845908
Kevin Doh,Hard,1483.5934588014145
Sander Van Grinsven,Hard,1484.69343360902
Josimario Ferreira,Hard,1481.8446855586822
Andre Cury,Hard,1468.0825830037659
Kevin Jay,Hard,1488.0347142104233
Marinko Matosevic,Hard,1796.2727945565734
Fabrice Martin,Hard,1646.4437022623094
Dominic Metzger,Hard,1426.1062588792274
Carlos Palencia,Hard,1466.2998768174537
Jesse Huta Galung,Hard,1815.0543739776178
Erasmo Vazquez,Hard,1390.2937826650898
Torsten Wolpers,Hard,1483.4825088692864
Peter Travella,Hard,1492.557172411829
Alex Miotto,Hard,1384.5309711655964
Rade Radinovich,Hard,1477.2100993038414
Ricardo Fonseca,Hard,1486.4860374907378
Tobias Huelsen,Hard,1493.5121335825477
Aleksandar Grubin,Hard,1487.6328769929646
Scott Blackmon,Hard,1482.813107967624
Jose Pires Da Silva,Hard,1501.653177461224
Simon Pierre Weyreuter,Hard,1487.9459822662704
Manuel Ivan Avila,Hard,1453.5017231737406
Juan Sebastian Cabal,Hard,1580.3766074581245
Jacob Melskens,Hard,1409.2504354854382
Tore Deleuran Skjold Db37,Hard,1457.4158675526187
Adam Holmstrom,Hard,1487.9626329334699
Daniel Kumlin,Hard,1456.0557558693488
Laurent Bondaz,Hard,1415.7181692009212
Julio Cesar Campozano,Hard,1702.1869103672223
Alex Stone,Hard,1483.8285458796333
Michael Brehler,Hard,1482.5159399924046
Federico Sansonetti,Hard,1490.366955217951
Mikhail Filima,Hard,1595.875781731114
Erling Tveit,Hard,1530.2609418236466
Federico Rodriguez,Hard,1482.621005576665
Olivier Sajous,Hard,1599.4583995828204
Edgar Hernandez Perez,Hard,1371.0393211424148
Jalil Khan,Hard,1394.050305414427
Andrea Arnaboldi,Hard,1689.8093436871964
Konstantin Kremeshkov,Hard,1502.2469709947738
Alexander Kudryavtsev,Hard,1737.2038084285275
Sergei Novosselov,Hard,1505.528051973287
Alexey Namazov,Hard,1460.3604194268069
Erkin Khusanbaev,Hard,1466.3844895127254
Jun Watanabe,Hard,1489.2353144369174
Gen Vivien Horiguchi,Hard,1479.2415280731434
Kimihito Satake,Hard,1489.4728121153025
Ahmed Sultan,Hard,1460.318955258
Daniar Usmanov,Hard,1482.9272401962187
Kamil Uldanov,Hard,1487.1629325404708
Nicky Reijnders,Hard,1473.5386743384533
Sergio Arturo Rodriguez Corrales,Hard,1463.157403927666
Abdul Aziz Al Abdulah,Hard,1482.3943486525943
Baqer Abu Khulaif,Hard,1479.0483740258342
Abdul Elah Abu Rasheed,Hard,1465.0218646612134
Tobias Raab,Hard,1446.1068912345847
Anders Lindstrom,Hard,1421.087958050795
Saleh Alrajeh,Hard,1472.0032409221637
Ali Hayat,Hard,1484.9778360653925
Omar Hedayet,Hard,1360.804687907158
Dane Fernandez,Hard,1398.261609878808
Felipe Fingerl,Hard,1462.7701544180984
Christian Fernandez,Hard,1466.3200765829156
Hossam Al Daghfag,Hard,1483.9344341670135
Tom Bender,Hard,1485.0342471831668
Abdul Aziz Abu Rasheed,Hard,1481.6802104224298
Kevin Abele,Hard,1481.4954734952219
Isaias Rodriguez Perez,Hard,1483.1528438148287
Dan Cottier,Hard,1416.320226617761
Mohammed Abdel Aziz Al Nuaimi,Hard,1453.2354460913466
Benjamin Althaus,Hard,1487.9792146162208
Massimo Puci,Hard,1480.070177864966
Jochen Matschke,Hard,1420.1212585217127
Matias Niemiz,Hard,1340.6708337342504
Marcus Berntson,Hard,1495.3085383362302
Alexander Klec,Hard,1488.7782459273137
Wrik Ganguly,Hard,1451.1239580135093
Yannick Nelord,Hard,1370.4572348447819
Rahil Syed,Hard,1393.3913049677449
Rohan Gide,Hard,1366.915724430202
Siddharth Gulati,Hard,1438.4423334636012
Mat Lowe,Hard,1390.1240465423894
Vishnu Vardhan,Hard,1518.192631124192
Jaume Barberan Miquel,Hard,1460.2840606844866
Rahul Rajkhewa,Hard,1488.1750215594207
Shryansh Sacheti,Hard,1478.6902978987282
Kiran Nandkumar,Hard,1356.2432042523367
Alejandro Juan Rodriguez,Hard,1486.4304602133932
Peter Polansky,Hard,1680.1276501143243
Erik Chvojka,Hard,1695.960525700082
Ignasi Villacampa Roses,Hard,1461.1881313087931
Sergio Perez Perez,Hard,1476.3838311470486
Tim Smyczek,Hard,1863.4783773980785
Nicolai Horgen,Hard,1455.7376750494866
Pau Gerbaud Farras,Hard,1494.115057714226
Richard Johnson,Hard,1428.3208979432209
Dietmar Rautenbach,Hard,1491.1042040884674
Milan Pokrajac,Hard,1579.5414550415069
Zachary Rath,Hard,1480.1604851631735
Roman Borvanov,Hard,1693.5275427729914
Jeffrey Das,Hard,1321.5734616939758
Jeff Stollberg,Hard,1487.2224026707497
Dmitri Gurichev,Hard,1489.839028866082
Aleksandr Aksyonov,Hard,1476.44257768934
Vladimir Levin,Hard,1505.2703186020044
Romain Jurd,Hard,1451.5635554279402
Shuang Qiang Liang,Hard,1357.866047097918
Rui Hao,Hard,1473.490971470776
Renzo Barioni,Hard,1492.5237154544077
Matias Silva,Hard,1441.9348718738756
Mario Alberto Cayo,Hard,1492.0896109833432
Juan Carlos Rebaza Lozano,Hard,1458.5259713862538
Jorge Hernando Ruano,Hard,1461.3594038373817
Pablo Martin Adalia,Hard,1553.0431850623452
Brodie Stewart,Hard,1404.7376672537182
Rodrigo Starling,Hard,1470.4397521280885
Komlan Dziwonou,Hard,1480.8875618320772
Ernest Erkeev,Hard,1465.2348869822893
Adam Fass,Hard,1400.9235433777187
Dmitri Dudko,Hard,1493.1612900967993
Konstantin Kravchuk,Hard,1705.0890272368915
Dammian Barra,Hard,1486.8098996676215
Mensan Kossi Akli,Hard,1478.0587919121092
Taiwo Owolabi,Hard,1373.0094223290007
Loic Didavi,Hard,1416.5435790795689
Emmanuel Bamidele,Hard,1457.2765024043267
Daniel Caiado,Hard,1477.352225331061
Aliaksei Kandakou,Hard,1465.1447241438682
Michael Godwin,Hard,1463.0247522882953
Ayite Aziadapou,Hard,1484.0
Emmanuel Mensah,Hard,1483.9355735311656
Mlapa Tingou Akomlo,Hard,1485.2702279827308
Lampouni Andre Kombate,Hard,1438.943530679401
Robbye Poole,Hard,1610.080958503913
Julio Victor Casarotti,Hard,1462.0290533523478
Donald Young,Hard,1623.157857502907
Alex Fridzon,Hard,1482.4415752657985
Roberto Sirotsky,Hard,1463.7774100811046
Gustavo Santos,Hard,1490.6607595490032
Nikki Peel,Hard,1433.074557806778
Kanfitine Lamboni,Hard,1483.1997250856675
Olalekan Adebisi,Hard,1480.3400949842326
William Jack Lynch,Hard,1469.2350342583775
Simon Roberts,Hard,1418.3778483003994
Miles Kasiri,Hard,1539.7442795303082
Ayrton Wibowo,Hard,1385.9977874396047
Agung Bagus Dewantoro,Hard,1415.1230250643061
Sandy Purnomo,Hard,1388.290319477923
Enrico Satria,Hard,1463.0240670421738
Yassir Bouyahya,Hard,1454.1681183477156
Muhammad Shafiq,Hard,1468.861226601733
Jean Segodo,Hard,1479.4262747430032
Jonah Samuel,Hard,1457.8699488737238
Kamil Filali,Hard,1399.326408509835
Wasif Cheema,Hard,1487.8303385057832
Mutib Pasha,Hard,1465.86517139821
Vivek Shokeen,Hard,1354.7832567837543
Cheong Eui Kim,Hard,1632.5706906948465
Jeevan Nedunchezhiyan,Hard,1538.1341125465783
Vikas Punna,Hard,1472.5530598281948
Sandeep Kumar,Hard,1467.1519697926547
Yusfridar Sangkala,Hard,1481.2256133989029
Yanwar Dwi Putra,Hard,1469.6205205114024
Dae Sung Jang,Hard,1479.7143718810535
Seung Yong Shin,Hard,1489.1829365896306
Cliff Nguyen,Hard,1461.0704010813245
Patricio Alvarado,Hard,1359.948364974127
Paul Downey,Hard,1460.814286337954
Jose Ycaza,Hard,1449.7512321924446
Matthew Scott,Hard,1462.173323451603
Jose Rubin Statham,Hard,1536.835021374828
Mehmood Khan,Hard,1481.7848094323122
Matthew Loucks,Hard,1483.7081988363875
Robert Kurek,Hard,1481.6624448464295
Renan Delsin,Hard,1504.3232635436623
Eduardo Schwank,Hard,1670.8147309903238
Thomaz Bellucci,Hard,1699.3094953868338
Joao Carlos Santos,Hard,1484.8140566071172
Juan Pablo Amado,Hard,1525.3160486438308
Evgeny Kirillov,Hard,1743.4473067096196
Alexander Krasnorutskiy,Hard,1477.2729750116243
Kirill Krioukov,Hard,1483.5301161149798
Victor Kozin,Hard,1438.148168658483
Vadim Anchutin,Hard,1465.308426109769
Mikhail Pavlov,Hard,1483.0494573399203
Scott Spencer,Hard,1465.2163084422282
Scott Paltrowitz,Hard,1481.0442740538226
Anthony Law,Hard,1474.3514074381792
Juan Martin del Potro,Hard,2370.454067501733
Shuhei Uzawa,Hard,1438.3380490373304
Hirokazu Yagi,Hard,1444.9622054682015
Nikita Kryvonos,Hard,1479.4624408558975
Matus Horecny,Hard,1412.2654480500391
Andrei Savchuk,Hard,1474.1056550026112
Kostyantyn Dmytrenko,Hard,1465.924567332316
Matias Saenz,Hard,1415.4025765716895
Gregory Soza,Hard,1464.6066135717917
Jorge Yunes,Hard,1480.8676054830344
Manuel Soumet,Hard,1474.1764048568712
Thomas Guilloteau,Hard,1486.64278540521
Sebastien Kosak,Hard,1487.083944975081
Paterne Mamata,Hard,1470.6719237436826
Andrey Golubev,Hard,1699.6541831921031
Arindam Datta,Hard,1414.55145717902
David Loewenthal,Hard,1475.6351858806147
Rafael Robles Sanchez,Hard,1482.775513286374
Sanam Singh,Hard,1654.6664394584438
Raju Anand Kumar Anumaganti,Hard,1502.5601250782163
Ajai Selvaraj,Hard,1327.6429605743917
Rupesh Roy,Hard,1492.4887287378845
Gvidas Sabeckis,Hard,1458.9287737915947
Kaushik Raju,Hard,1427.004806001761
Ignacio Coll Riudavets,Hard,1494.8879007086998
Przemyslaw Lesniewski,Hard,1512.781494480596
Angel Ramon Cupeiro Coto,Hard,1480.7089308113761
Ander De Lorenzo Aracama,Hard,1433.9678069773086
Roberto Bautista Agut,Hard,2068.882879059637
Olivier Renavand,Hard,1449.8824793183169
Gonzalo Escobar,Hard,1761.8279624556262
Justin Slattery,Hard,1423.0162336314022
Martin Sayer,Hard,1505.3724143554996
Matteo Marrai,Hard,1456.3999581327334
Andrea Merati,Hard,1488.64925804981
Michael Lai,Hard,1445.0947647419216
Jonathan Sanchez,Hard,1513.951662197996
Henrik Norfeldt,Hard,1427.7511536154818
Johan Brunstrom,Hard,1604.2124181070776
Kaes Vant Hof,Hard,1548.5944906118182
Robin Brage,Hard,1579.8689766448515
Lucas Miller,Hard,1484.7994402150903
Rafael Farias,Hard,1420.3892625285646
Pablo Martin Platano,Hard,1482.6425663998743
Rodrigo Parente,Hard,1439.0777307495898
Fabio Silva,Hard,1522.1824988417495
Machado Jean,Hard,1482.3222036381899
Thiago Galdino Do Vale,Hard,1490.0463291509202
Jonathan Dasnieres De Veigy,Hard,1606.5846910501903
Alexandre Sidorenko,Hard,1782.0375556386414
Jean Baptiste Dupuy,Hard,1453.9698150787492
Antoine Benneteau,Hard,1604.2406796756252
Haydn Lewis,Hard,1475.4977916077653
Benjamin Stapp,Hard,1469.7361752440006
Nick Lindahl,Hard,1564.9579321991312
Joel Kerley,Hard,1497.3425231841911
David Galic,Hard,1452.1008317991598
Andrew Roberts,Hard,1412.4895732751745
David To,Hard,1367.152128487158
Michael Look,Hard,1571.5289164834849
Andrew Coelho,Hard,1645.5288428032513
Clint Harris,Hard,1469.8859728524722
Myles Blake,Hard,1382.129788773925
Evghenii Corduneanu,Hard,1514.1395395170418
Catalin Gard,Hard,1458.9759696048382
Suleman Jafarey Hall,Hard,1461.5146997557463
Tsubasa Morizane,Hard,1474.65682371243
Nathan Byrnes,Hard,1480.9956619107807
Kaden Hensel,Hard,1538.6384769316655
Ben Rocavert,Hard,1461.1602119855852
Tim Goransson,Hard,1409.6332634948
Stefan Borg,Hard,1526.2274453818156
Christian Vitulli,Hard,1470.252211027733
Andreas Da Cunha Bang,Hard,1462.3957728270043
Andrea Turini,Hard,1483.2229260133072
Matteo Fago,Hard,1603.8037141094997
Marcel Ioan Miron,Hard,1458.0707031119225
Andrei Karatchenia,Hard,1547.059617571475
Nathan Rooney,Hard,1409.904814297508
Pablo Galdon,Hard,1491.0395855652173
Claudio Grassi,Hard,1588.4365679955429
Cristobal Aguirre,Hard,1478.2090898608255
Edward Seator,Hard,1497.7881280337613
Dominic Inglot,Hard,1628.8654813362778
Jerome Becker,Hard,1506.655907382593
Tobias Klein,Hard,1504.5325456435837
Tom Dennhardt,Hard,1466.9886924750158
Sergei Bubka,Hard,1543.8837792637744
Morgan Phillips,Hard,1588.9043520266557
Ruben Torres,Hard,1466.233206208424
Javier Ruiz Gonzalez,Hard,1453.3827305724944
Diego Toledo,Hard,1480.5176209501872
Anthony Marshall,Hard,1434.7569778881225
Heiner Tadault,Hard,1468.8536669895166
Vincent Millot,Hard,1775.852053367713
Olivier Charroin,Hard,1464.378008587865
Ken Buchanan,Hard,1482.823568018256
Marco Crugnola,Hard,1639.9725087092368
Faris Khatib,Hard,1448.9269535290955
Stephen Mitchell,Hard,1460.7811210986176
Marc Pexa,Hard,1384.4634130512927
Frederic Nussbaum,Hard,1471.1972384658634
Luis Rovira,Hard,1388.8957140370599
Lior Barbash,Hard,1454.5065306886327
Turner Hewitt,Hard,1471.0736836170793
Levan Vadachkoria,Hard,1481.6908240156433
Pablo Andujar,Hard,1797.8610594704687
Ricardo Ibanez Ruiz,Hard,1468.538068232929
Francisco Segura Martinez,Hard,1473.4015282414066
Jorge Montesinos Perales,Hard,1485.1346234997052
David Serrano Gamez,Hard,1480.8703734269282
Miguel Martinez,Hard,1483.6125207998314
Juho Paukku,Hard,1543.9928850418332
Grega Zemlja,Hard,1816.0298954417958
Pedro Salas Lozano,Hard,1470.7994412895528
Agustin Boje Ordonez,Hard,1554.0076756725264
James Ward,Hard,1746.67824647097
Jakob Paulsen,Hard,1488.8341934483867
Michael Johnson,Hard,1439.3558102199008
Mario Cuellar Gonzalez,Hard,1417.4961986807816
Adrian Mannarino,Hard,2012.318303333035
Kenny De Schepper,Hard,1689.0229581553872
Jeremy Chardy,Hard,2131.8495800588785
Alexandre Penaud,Hard,1558.2031517870255
Yevgeny Supeko,Hard,1490.6380011789684
Marcus Fugate,Hard,1533.6399168514638
Daniel Manuel Sanchez Martinez,Hard,1445.7767129876452
Alberto Santini,Hard,1454.5997466121692
Stefan Bogdan Borta,Hard,1482.479660601255
Sornsakol Supakit,Hard,1510.518037881039
David Corrie,Hard,1441.5837379402408
Jamie Hunt,Hard,1481.4688499744486
Christian Blocker,Hard,1454.555826337188
Stuart Waters,Hard,1427.1843575182495
Jimmy Schneider,Hard,1476.4307678335647
Sebastian Rivera,Hard,1489.1057449972182
Rahman Smiley,Hard,1497.8846481106382
Christopher Chiou,Hard,1479.2845078783287
Rafael Roldan,Hard,1483.6346461448702
Chris Drake,Hard,1406.3450890323363
Stanislav Burian,Hard,1488.309519327555
Maciej Dilaj,Hard,1488.021420293219
Luka Kukulic,Hard,1453.3802755776403
Petr Masek,Hard,1442.6552068083108
Lukas Lacko,Hard,1738.4567070751516
Santiago Baquerizo,Hard,1464.0621734531599
Carlos Galvez,Hard,1482.7545355565285
Theodor Devoty,Hard,1449.9677893864855
Leandro Migani,Hard,1465.7634913189936
Felipe Russo,Hard,1465.06852172216
Daniel Dutra Da Silva,Hard,1694.1902419236142
Juan Francisco Spina,Hard,1462.2367943310187
Jan Marek,Hard,1491.4434129640629
Joao Souza,Hard,1713.336439410508
Pavol Cervenak,Hard,1602.0959889718858
Chris Eaton,Hard,1566.42585632002
Andrew Kennaugh,Hard,1399.8652242296077
Ryan Jones,Hard,1388.7112700182752
Alexander Slabinsky,Hard,1471.1860800802413
Edward Corrie,Hard,1686.1559526063318
Pierre Metenier,Hard,1686.4172427251524
Julian Dujmovic,Hard,1481.1449369266704
Juan Martin Paredes,Hard,1473.6958208244744
Steven Goh,Hard,1408.3175612925536
Trystan Meniane,Hard,1464.3429014440699
Paul Goode,Hard,1485.727410628459
Michal Wronka,Hard,1490.9003933499384
Amar Zubcevic,Hard,1503.8814040427187
Natapong Pongkunsub,Hard,1486.2960105434297
Victor Kolik,Hard,1510.866532540407
Matthias Bachinger,Hard,1806.7297855611469
Alexander Nonnekes,Hard,1484.0548464626536
Remko De Rijke,Hard,1441.0758281549106
Sebastian Rieschick,Hard,1765.580211586928
Goran Tosic,Hard,1502.8323809513759
Peter Miklusicak,Hard,1472.962996824962
Dusan Lojda,Hard,1542.5813685265407
Radim Lapcik,Hard,1483.8378639348
Omri Hasin,Hard,1454.4286787578833
Roman Kelecic,Hard,1453.438250480135
Coen Van Keulen,Hard,1462.4270236937036
Antal Van Der Duim,Hard,1793.4558379621262
Mikhail Ptukhin,Hard,1462.7427013624704
Rolando Vargas,Hard,1466.3397370085002
Idan Mark,Hard,1406.8696483572794
Pavel Charnushin,Hard,1463.8398018220337
Martijn Helmonds,Hard,1461.3243477714118
Palanupap Puranawit,Hard,1439.2119049255487
Derrick Lajola,Hard,1482.3279126263417
Manuel Kost,Hard,1491.4247325652784
Wei Guang Yang,Hard,1416.0432757414874
Ji Shi,Hard,1417.8312398481585
Diederik De Groot,Hard,1489.8844031465596
Feng Xue,Hard,1397.844349061098
Guo Bin Cen,Hard,1427.741591470636
Baptiste Bayet,Hard,1471.7610988034664
Peng Gao,Hard,1502.630680427245
Jedrzej Zarski,Hard,1494.7044948415958
Mirko Zapletal,Hard,1505.1893509983581
Karel Triska,Hard,1546.2190322612098
Daniel Boehner,Hard,1483.6403191645975
Alexander Anikine,Hard,1493.340104119385
Yannick Jankovits,Hard,1729.7343717167748
Ravid Hezi,Hard,1411.1463264605904
Marc Ijzermann,Hard,1493.410395741998
Benjamin Janse Van Rensburg,Hard,1530.6299481804715
Oaitse Thipe,Hard,1488.9307554435245
Onkabetse Matong,Hard,1473.8895301328482
Rainier Nagel,Hard,1441.1588278702627
Harri Heliovaara,Hard,1670.4809356285086
Niklas Bucht,Hard,1437.1304568093346
Filip Paroci,Hard,1483.4722234531491
Frederico Marques,Hard,1418.6424223073811
Pawel Dilaj,Hard,1532.5661924874798
Mehdi Ziadi,Hard,1474.553428979197
Dejan Ramadanovic,Hard,1503.4773729558317
Viktor Troicki,Hard,1865.3029584883188
Darren Emery,Hard,1483.136454900441
Dalibar Ptak,Hard,1445.2801082370133
Ryan Sceats,Hard,1472.247810584965
Marc Spicijaric,Hard,1452.2106227571119
Philip Schubert,Hard,1467.6610220979
Hakim Rezgui,Hard,1432.862527265699
Mohamed Koubaa,Hard,1466.4788930368775
Ricardo Chile,Hard,1484.0376531742806
Andrew Kolker,Hard,1494.1420523331972
Pim Van Mele,Hard,1469.7154009855278
Tony Rajaobelina,Hard,1474.9157057724608
Yannick Thivant,Hard,1405.2299033134857
Tamas Krafcsik,Hard,1484.129330845038
Chris Mayanto,Hard,1451.0179964387728
Przemyslaw Stec,Hard,1490.7521909548816
Min Hyoek Cho,Hard,1767.0032453124634
Durand Botha,Hard,1462.7807093189954
Elliot Wronski,Hard,1475.1262608593722
Thomas Liversage,Hard,1492.3218639624477
Dejan Katic,Hard,1514.6271228238704
Wael Kilani,Hard,1464.6254181924232
Igor Sijsling,Hard,1816.7395718424477
Julien Dupuy,Hard,1515.6896921800812
Didier Grande,Hard,1481.0368023198516
Sebastien Tholozan,Hard,1484.515839913274
Nicolas Tholozan,Hard,1459.1356681475233
Miklos Jancso,Hard,1494.4500362769184
Bertrand Lescure,Hard,1479.4362783766217
Markus Berg,Hard,1468.794834962718
Julian Reister,Hard,1711.4677186947306
Kriegler Brink,Hard,1484.341697439753
Rikus De Villiers,Hard,1459.667700558506
Borja Martinez Lejarza,Hard,1459.146708512142
Rodrigo Figueroa Vazquez,Hard,1468.5925813526324
Jean Baptiste Robin,Hard,1474.3258475466519
Simeon Ivanov,Hard,1544.7110171228005
Hugo Taracido Loureiro,Hard,1482.626752684351
Tobias Scheil,Hard,1466.923026882714
David Ruiz Mata,Hard,1453.7255949077414
Mohammed Al Nabhani,Hard,1429.9388401604458
Blaz Kavcic,Hard,1815.2602778489163
Saddam Hussain Kadhim,Hard,1483.537733312863
Alexey Barnikov,Hard,1466.634694437195
Rodrigo Grilli,Hard,1483.1965010159597
Damisa Robinson,Hard,1501.8970569639616
Ashkan Shokoofi,Hard,1480.671374299724
David Klier,Hard,1437.1983928048985
Daniel Muller,Hard,1459.1231526368701
Marcel Zimmermann,Hard,1591.6282531059987
Marko Sabolcki,Hard,1489.6296646873311
Stefan Seifert,Hard,1670.8910839389212
Rouzbeh Kamran,Hard,1435.3620666604158
Ali El Alaoui,Hard,1452.7900649159567
Todd Ley,Hard,1458.2757259741893
Israel Morales,Hard,1466.29502013811
Clay Donato,Hard,1395.5809672566786
Egor Puntus,Hard,1446.222046410571
Daniel Brands,Hard,1815.742931140072
Rahil Makharia,Hard,1428.9142569479448
Purav Raja,Hard,1443.1580613106664
Navdeep Singh,Hard,1380.9913081326888
Chong Wang,Hard,1468.9777347581014
Scott Schnugg,Hard,1453.5254970304547
Gustave Diep,Hard,1483.1233190882438
Francisco Franco,Hard,1470.9622611675786
Emiliano Redondi,Hard,1502.1794167751107
Noel Moossa,Hard,1457.3992115644228
Kai Ohuchi,Hard,1462.9796571919135
Eddie Acuna,Hard,1480.3211031175374
Joao Ferreira,Hard,1466.9650829350428
Vasco Antunes,Hard,1466.221359404064
Marin Bradaric,Hard,1603.844992193285
Martim Manoel,Hard,1466.4571735015743
Antonio Van Grichen,Hard,1482.6204492001752
Ricardo Flores Marques,Hard,1491.2117311364827
Ricardo Cortes,Hard,1483.2865119193232
Guillaume Canniccioni,Hard,1449.331845648713
Rodrigo Brito,Hard,1481.6427370910008
Pawel Syrewicz,Hard,1475.016819473219
Grzegorz Panfil,Hard,1576.823141072338
Romain Jouan,Hard,1766.4304080227755
Jean Christophe Megache,Hard,1507.2205035925765
Eric Kuijlen,Hard,1466.5669991944055
Robert Veres,Hard,1435.3176961031436
Julien Bouetz,Hard,1484.5839818827822
Vincent Stouff,Hard,1460.0532558245807
Francesco Caputo,Hard,1488.0927599040128
Tim Webster,Hard,1485.90290320426
Eduardo Salas,Hard,1468.066808339874
Pablo Acevedo,Hard,1479.330013430823
Carsten Ball,Hard,1625.2475433486513
Alejandro Cabrera,Hard,1415.3982101748556
Dante Cipulli,Hard,1493.6206213080823
Jose Antonio Fuentes Tevar,Hard,1488.0026552341906
Matthew Stark,Hard,1474.3139956875737
Mikal Oliver Statham,Hard,1400.361297870227
Matthias Neubert,Hard,1492.5369851580797
Frank Wintermantel,Hard,1498.0411878396376
Alejandro Vargas Aboy,Hard,1484.70884269912
Alexander Pelaez Herrera,Hard,1453.9895751898962
Mikhail Karpol,Hard,1433.9993978609996
Ante Nakic Alfirevic,Hard,1474.4504312123318
Franko Skugor,Hard,1893.0805984375568
Marcus Walker,Hard,1476.8078186323821
Adam Hubble,Hard,1448.680527668389
Luis Javier Cuellar Contreras,Hard,1479.7789045070288
Jamie Murray,Hard,1478.1685895731648
Victor Schmid,Hard,1417.2992141931193
Enrico Iannuzzi,Hard,1507.4371806009124
Luca Rovetta,Hard,1389.5359205937746
Marcus Daniell,Hard,1645.9617187160288
Stefano Bracchi,Hard,1483.4580338881165
Enrico Burzi,Hard,1479.9716211464533
